,PA01H:PM25,RN6:PM25,RUR_N:PM25,RUR-SE:PM25,GON:PM25,RAMBO:PM25,AUT:PM25,RUR_S:PM25,BOB:PM25,GEN:PM25,VITRY:PM25,A1:PM25,PA04C:PM25,BP_EST:PM25,OBJECTID
,PARIS 1er Les Halles,Route Nationale 6 - MELUN,Zone rurale Nord - Saint-Martin-du-Tertre,Zone rurale Sud-Est - Forêt de Fontainebleau,GONESSE,Rambouillet,Boulevard Péripherique Auteuil,Zone Rurale Sud - Bois Herpin,BOBIGNY,GENNEVILLIERS,VITRY-SUR-SEINE,Autoroute A1 - Saint-Denis,Paris Centre,Boulevard Périphérique Est,0
,PA01H,RN6,RUR_N,RUR-SE,GON,RAMBO,AUT,RUR_S,BOB,GEN,VITRY,A1,PA04C,BP_EST,1
,"PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules",2
,PM25,PM25,PM25,PM25,PM25,PM25,PM25,PM25,PM25,PM25,PM25,PM25,PM25,PM25,3
,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,4
2019/07/17 07:00:00+00,,17.200000,9.400000,7.100000,15.700000,9,20.800000,10.100000,12.900000,19.400000,15.700000,22.500000,16.800000,15.400000,4739
2019/07/17 08:00:00+00,,19.500000,8.500000,4.500000,10.500000,5.500000,18.400000,11.900000,10.800000,20.900000,14.600000,19.400000,20.300000,20.800000,4740
2019/07/17 09:00:00+00,,15.800000,12.300000,4.100000,10.400000,4.800000,18,12.100000,9.300000,20,10.200000,12.700000,17.700000,17.100000,4741
2019/07/17 10:00:00+00,,11.200000,10,7.500000,8.700000,5.400000,16.100000,9.300000,6.500000,15.300000,11.400000,17.300000,18.800000,11.800000,4742
2019/07/17 11:00:00+00,,9.600000,6.600000,7.800000,7.700000,4.600000,15.200000,7.700000,5.500000,13.700000,9.300000,14.500000,16.700000,14.800000,4743
2019/07/17 12:00:00+00,,9.300000,7.700000,8.500000,8.900000,3.700000,15.100000,6.700000,8.200000,12.700000,8.100000,21,13.300000,22.600000,4744
2019/07/17 13:00:00+00,,9.200000,8.400000,5.500000,7.800000,3.600000,14.400000,8.100000,10.700000,11.700000,6.300000,17.800000,12.300000,7.700000,4745
2019/07/17 14:00:00+00,,10.800000,7,6.200000,12,1.600000,14.200000,5.600000,8,12.500000,9.700000,17.700000,13.500000,10.800000,4746
2019/07/17 15:00:00+00,,14.900000,10.200000,8.600000,10.400000,3,10.700000,5,7.600000,12.300000,9.700000,20.400000,12.200000,10.600000,4747
2019/07/17 16:00:00+00,,8,10,6.200000,9.600000,3.800000,18.800000,11.700000,6.300000,7.900000,6.400000,13.500000,11.300000,8.700000,4748
2019/07/17 17:00:00+00,,10.800000,6.800000,3.800000,7.800000,1.200000,9.200000,6.400000,4.200000,9.600000,3.300000,13.800000,9.200000,6.200000,4749
2019/07/17 18:00:00+00,,10.600000,12.500000,6.200000,8.400000,0.500000,9.900000,12.600000,7,10.500000,1.800000,12.900000,9.300000,7.100000,4750
2019/07/17 19:00:00+00,,9,10.200000,5.500000,12.700000,1.500000,14.900000,8.200000,6.500000,9,7.400000,18.800000,12.600000,14,4751
2019/07/17 20:00:00+00,,5.900000,7.900000,5.300000,9.500000,3.800000,9.900000,17.100000,8.700000,9.200000,6.900000,13.400000,12.400000,12.800000,4752
2019/07/17 21:00:00+00,,11.800000,7.100000,5.900000,13.200000,4.700000,13.800000,7,8.100000,9.800000,10.800000,14.600000,11.200000,15.900000,4753
2019/07/17 22:00:00+00,,12.800000,7.800000,7.300000,13.400000,4.700000,13.500000,9.600000,8.300000,10.400000,8.600000,11.900000,12.300000,11.700000,4754
2019/07/17 23:00:00+00,,15.700000,7.400000,6.800000,10.300000,3.700000,12.600000,8.700000,10.700000,9.600000,6.400000,12.400000,10.600000,17.300000,4755
2019/07/18 00:00:00+00,,13,7.900000,11.300000,9.800000,4.700000,15.200000,9.200000,11.900000,9.600000,8.100000,13.800000,8.500000,8.200000,4756
2019/07/18 01:00:00+00,,9,6.200000,8.600000,11.700000,5,17.100000,10.100000,12.600000,8.700000,7.900000,8.400000,6.800000,10.300000,4757
2019/07/18 02:00:00+00,,14.800000,4.600000,11,11.400000,7.300000,15.600000,7.600000,7.500000,10.500000,7.200000,6.100000,8.900000,10.400000,4758
2019/07/18 03:00:00+00,,11.900000,3,7.100000,8.100000,8.600000,8.100000,9.600000,7.700000,8,9.400000,10,7.500000,8.700000,4759
2019/07/18 04:00:00+00,,10.400000,7.400000,7.100000,7.900000,8.300000,13.600000,7.100000,5.600000,6.900000,6.800000,8.400000,6.100000,7.800000,4760
2019/07/18 05:00:00+00,,13.900000,6.600000,7.100000,8.100000,8.300000,19.400000,5.300000,9.600000,9.400000,8.100000,18.900000,9,10.500000,4761
2019/07/18 06:00:00+00,,12.400000,8.500000,7.200000,9,7.800000,20.100000,8.100000,10.300000,13.800000,8.700000,22.400000,13.100000,14.300000,4762
2019/07/18 07:00:00+00,,9.900000,9.500000,5.500000,12,7.600000,16,8,9.100000,17.900000,12.500000,20.100000,17.100000,11.500000,4763
2019/07/18 08:00:00+00,,13.600000,13.400000,7.500000,14.800000,5.700000,16,7.200000,11.700000,15.400000,9.700000,25.900000,16.900000,13.100000,4764
2019/07/18 09:00:00+00,,12.100000,7.700000,8.300000,9.300000,4.200000,14.100000,6,8,12.300000,9,20.800000,14.700000,12.300000,4765
2019/07/18 10:00:00+00,,10.600000,4.800000,6,6.600000,2.200000,12.100000,6,8.200000,8.600000,8.300000,21.800000,10.100000,11,4766
2019/07/18 11:00:00+00,,9.100000,7.900000,6.100000,8.500000,0,9,9.300000,6.700000,7.300000,10.900000,21.100000,9.900000,10.400000,4767
2019/07/18 12:00:00+00,,12.500000,9.100000,8,9.600000,0,10.700000,7.400000,4,8.100000,8,18.600000,11.400000,7.300000,4768
2019/07/18 13:00:00+00,,19.500000,7.300000,4.800000,8.400000,1,11,6.200000,1.700000,8.400000,7.400000,17.800000,10.400000,4.700000,4769
2019/07/18 14:00:00+00,,12.200000,6.400000,4.100000,6,1.400000,7.400000,7.400000,2.900000,8.700000,5.700000,13.500000,6.700000,7.500000,4770
2019/07/18 15:00:00+00,,12.100000,4.900000,4,4.400000,0.900000,7.700000,5.200000,6.200000,7.200000,5.300000,14.400000,8.100000,8,4771
2019/07/18 16:00:00+00,,9.100000,5,1.700000,8.700000,1.500000,9,3.400000,7.100000,7,5.900000,28.200000,5.800000,7.600000,4772
2019/07/18 17:00:00+00,,10.300000,5.800000,0.500000,7.500000,2.800000,7.600000,7.600000,5.900000,6,6,15.900000,6.600000,8.100000,4773
2019/07/18 18:00:00+00,,10.500000,5,9.100000,6.100000,5.200000,10.500000,5.500000,4.300000,5.500000,5.200000,9.100000,7.700000,9.600000,4774
2019/07/18 19:00:00+00,,9.900000,2.600000,6.400000,5.500000,3.400000,15.500000,10.400000,3.500000,6,6,10.500000,10,6.900000,4775
2019/07/18 20:00:00+00,,7,1.700000,4.700000,3.400000,3.200000,7.500000,8,1.700000,6.100000,6.200000,7.900000,9.300000,9.300000,4776
2019/07/18 21:00:00+00,,4.800000,2.600000,5,1.700000,3.200000,5.200000,4,1.100000,6,4.100000,4.600000,10.400000,5.800000,4777
2019/07/18 22:00:00+00,,12.200000,1.800000,3,1.400000,2.200000,5,0.900000,0.400000,5,2.400000,6.600000,5.500000,3.700000,4778
2019/07/18 23:00:00+00,,7.200000,3.700000,2.300000,1.800000,1.400000,8.800000,0.400000,2.200000,5.300000,3.400000,8.900000,3.500000,7.800000,4779
2019/07/19 00:00:00+00,,11.100000,7.200000,3.100000,2.900000,1.900000,8.900000,1.800000,3.500000,4.800000,6.800000,8,6.700000,,4780
2019/07/19 01:00:00+00,,6.500000,5.800000,2.500000,5.200000,2.900000,5.900000,3.600000,1.400000,5.500000,4.200000,4.400000,5.200000,4.800000,4781
2019/07/19 02:00:00+00,,4.200000,2.300000,1.600000,5.500000,3.100000,6.700000,3.900000,0,6,1.500000,7.700000,4.800000,7.500000,4782
2019/07/19 03:00:00+00,,5.200000,6,0.800000,3,4.800000,7.200000,3.500000,0.500000,5.600000,3.100000,9,5.300000,6.500000,4783
2019/07/19 04:00:00+00,,7.600000,5.700000,1.200000,2.600000,1.300000,10.300000,2.300000,2.400000,6.900000,2.500000,17.500000,6.100000,6.500000,4784
2019/07/19 05:00:00+00,,8.700000,7.100000,0.300000,5.900000,0,16.900000,2.400000,3.500000,7.700000,,23.200000,7.300000,13.400000,4785
2019/07/19 06:00:00+00,,9.800000,6.500000,0.400000,7.600000,5.600000,15.900000,1.900000,3,6.900000,8.100000,14.800000,6.700000,10.600000,4786
2019/07/19 07:00:00+00,,10.200000,5.600000,1.400000,7.100000,4.400000,17.100000,1.900000,5.900000,7.100000,10,16.700000,7,10.500000,4787
2019/07/19 08:00:00+00,,8.700000,7.900000,0.700000,7,4.900000,8.100000,5.300000,6,8.600000,9.700000,17.900000,8.100000,14.400000,4788
2019/07/19 09:00:00+00,,,6.300000,0.800000,5,6.900000,11.300000,3.500000,7.700000,9.900000,6.100000,12.700000,8.800000,9.700000,4789
2019/07/19 10:00:00+00,,,6.100000,1.900000,8.200000,6,13.600000,3.600000,9.400000,10.400000,5.100000,19.400000,10.600000,10.500000,4790
2019/07/19 11:00:00+00,,,5.100000,1.500000,7.500000,5.400000,11.600000,4.300000,10.300000,8.700000,6.500000,19.100000,9.400000,17,4791
2019/07/19 12:00:00+00,,9.900000,6.800000,1.300000,12.700000,3.600000,10.800000,3,7,8.700000,7.800000,13.500000,9.200000,11.300000,4792
2019/07/19 13:00:00+00,,11.700000,6,0.400000,9.700000,1.600000,9.300000,2.800000,4.200000,8.900000,5.500000,20,8.600000,7.700000,4793
2019/07/19 14:00:00+00,,12.500000,8,0,8.700000,1.200000,12.100000,5.600000,3.900000,8.600000,6.300000,17.600000,7.600000,6.800000,4794
2019/07/19 15:00:00+00,,11.200000,8.100000,2.500000,7.300000,2.300000,10.600000,4.400000,3.300000,7.300000,6,11.700000,7.100000,7.900000,4795
2019/07/19 16:00:00+00,,9.800000,5,2.400000,5.300000,3.800000,8.800000,3.900000,3.700000,6.300000,3.600000,13.100000,8.200000,7.300000,4796
2019/07/19 17:00:00+00,,10.400000,1.300000,0.300000,5.300000,3.600000,12.500000,4,3.800000,7.400000,4.800000,14.200000,7.500000,8.700000,4797
2019/07/19 18:00:00+00,,10.900000,3.300000,0.800000,6.800000,2.600000,9.600000,4.700000,2.600000,6.800000,8.600000,27.200000,7.300000,10,4798
2019/07/19 19:00:00+00,,19.200000,6.400000,1.800000,6.600000,4.900000,8.900000,4.900000,4,6.400000,6.600000,15.700000,10.800000,7.100000,4799
2019/07/19 20:00:00+00,,15.200000,7.200000,1.800000,5.700000,4.600000,11.700000,,7.200000,7.700000,5.300000,10.600000,11.900000,7.100000,4800
2019/07/19 21:00:00+00,,19.700000,6,2.800000,6.800000,7.500000,24.100000,,9.500000,14.300000,8,8.800000,13,8.300000,4801
2019/07/19 22:00:00+00,,15.500000,8.400000,2.500000,10.500000,10,33,,8.400000,17.600000,10.300000,18.300000,14.900000,23.400000,4802
2019/07/19 23:00:00+00,,13.500000,10.800000,0,18.400000,8.600000,27.400000,,12.500000,16.800000,19.800000,26.100000,20.300000,26.300000,4803
2019/07/20 00:00:00+00,,11.400000,8.800000,0,15.900000,6.800000,25.600000,8.300000,12.600000,22.500000,14.900000,19.200000,19.900000,21.500000,4804
2019/07/20 01:00:00+00,,11.300000,8.200000,3.600000,12.400000,5.400000,29,5.500000,8.600000,23.600000,13.400000,18.300000,16.200000,16.700000,4805
2019/07/20 02:00:00+00,,9.800000,8.700000,4.500000,11,6.500000,24.900000,4.600000,12.500000,25.400000,12.300000,21.100000,18,19,4806
2019/07/20 03:00:00+00,,7.900000,12.100000,6.600000,11,5.800000,13.400000,4.900000,12.900000,26.300000,9.200000,27.900000,17.100000,20.900000,4807
2019/07/20 04:00:00+00,,9.100000,13.600000,4.700000,12.700000,10.200000,12.700000,6.300000,9.200000,22,10.200000,17.500000,12.100000,17.300000,4808
2019/07/20 05:00:00+00,,10.400000,11.800000,4.900000,16.900000,6.500000,11.400000,3,9,11.600000,9.200000,22.700000,11.200000,22.800000,4809
2019/07/20 06:00:00+00,,15.400000,9.400000,3.600000,15.600000,6,11.100000,1.100000,10.500000,10.800000,9.800000,19.300000,10.700000,25.100000,4810
2019/07/20 07:00:00+00,,11.900000,5.900000,2.700000,11.200000,4.400000,13.100000,4.200000,8,11.300000,9,22.500000,10.400000,20,4811
2019/07/20 08:00:00+00,,14.800000,2.900000,0.300000,6,0.800000,9.900000,4.700000,4.600000,7.900000,6.600000,12.800000,5.100000,14.200000,4812
2019/07/20 09:00:00+00,,12.500000,3.200000,2.500000,3.100000,0,7.100000,3.900000,4.200000,3.700000,3.700000,15.800000,6.500000,8.500000,4813
2019/07/20 10:00:00+00,,7.300000,6.100000,4.300000,7.100000,0.200000,6.200000,2.400000,2.700000,6.100000,2.300000,16.500000,7.600000,6.700000,4814
2019/07/20 11:00:00+00,,8.700000,4.200000,4.200000,6.100000,0.700000,9.300000,2.600000,1.500000,,6.800000,11.400000,7.700000,9.800000,4815
2019/07/20 12:00:00+00,,15.900000,7.600000,1.800000,5.200000,2.200000,9.900000,3.800000,1.600000,,5.100000,16.800000,7.100000,9.500000,4816
2019/07/20 13:00:00+00,,8.100000,6.700000,0.500000,4.200000,3.200000,12.900000,3.900000,2.700000,,2.800000,17.400000,7.800000,8.900000,4817
2019/07/20 14:00:00+00,,14,3,0.200000,5.400000,3.100000,8.700000,5.100000,3.600000,,7.700000,16.300000,9.200000,6.800000,4818
2019/07/20 15:00:00+00,,9.500000,1.500000,1.100000,4.300000,2.400000,10.900000,3.600000,2.600000,,6.800000,12.600000,5.600000,6.700000,4819
2019/07/20 16:00:00+00,,14.800000,2.200000,2.900000,3.900000,3.900000,9.500000,2.700000,4.900000,,3.900000,18.400000,4.700000,8.900000,4820
2019/07/20 17:00:00+00,,8.100000,1.600000,2.400000,4.100000,3.300000,7.300000,1.800000,5.900000,,4.300000,15.100000,7.200000,7.200000,4821
2019/07/20 18:00:00+00,,9.500000,3.100000,3.200000,6.300000,1.700000,9,5.100000,7.400000,,2.700000,20.500000,6.900000,7.100000,4822
2019/07/20 19:00:00+00,,10.300000,3.200000,5.800000,7.800000,1.400000,7.700000,5.600000,4.600000,5.500000,1.700000,21.900000,6.400000,7.200000,4823
2019/07/20 20:00:00+00,,8.300000,2.300000,5.100000,6.600000,7.100000,12,3.300000,4,7.600000,4.300000,17.900000,8,5.200000,4824
2019/07/20 21:00:00+00,,7.600000,6.100000,4.700000,7,4.600000,12.200000,1.600000,4.900000,8,9.900000,20.100000,9.500000,9.400000,4825
2019/07/20 22:00:00+00,,9.600000,,3.700000,5.500000,0.900000,17.100000,6,4.800000,7.700000,7.800000,18.900000,7.800000,7.200000,4826
2019/07/20 23:00:00+00,,10.400000,8.900000,2.900000,4.600000,0,24.400000,6.200000,5.800000,8.100000,6.400000,16.300000,10.400000,6,4827
2019/07/21 00:00:00+00,,7.100000,5.400000,1.500000,3.200000,2.400000,15.900000,3.400000,8.800000,8.200000,3.200000,14.100000,9.400000,8.800000,4828
2019/07/21 01:00:00+00,,4.300000,2.500000,2.200000,8.400000,3,14.500000,1.500000,9.700000,7.500000,,15.200000,8,9.300000,4829
2019/07/21 02:00:00+00,,4.700000,,5,8.100000,1.100000,12.500000,4.400000,8.600000,7.800000,6.900000,9.700000,6.200000,8,4830
2019/07/21 03:00:00+00,,6,,3.500000,7.500000,3.400000,14.700000,3.200000,5.300000,7.100000,4.900000,11.500000,6.600000,10.800000,4831
2019/07/21 04:00:00+00,,6.200000,7.200000,0.800000,6.500000,5.100000,12.100000,0,5.700000,6.800000,6.400000,11.600000,6,7.100000,4832
2019/07/21 05:00:00+00,,7.300000,2.200000,1.700000,6.800000,3.200000,15.900000,4.200000,5.600000,7.300000,6.600000,15.100000,6.900000,5.500000,4833
2019/07/21 06:00:00+00,,6,4.900000,3.500000,6.200000,1.700000,15.500000,3.800000,4.500000,8.700000,6,14.100000,6,10.300000,4834
2019/07/21 07:00:00+00,,6.800000,4.200000,2.700000,11,0.300000,8.600000,6.600000,3.800000,7.900000,5.800000,10.100000,5,7.500000,4835
2019/07/21 08:00:00+00,,13.500000,4.500000,6.200000,7.900000,0,11.100000,8.800000,6.200000,6.800000,5.100000,18.400000,3.400000,6.900000,4836
2019/07/21 09:00:00+00,,9.900000,7,4.900000,7.100000,0,7.800000,5.300000,6.200000,6.400000,3.300000,18.700000,3.200000,4.300000,4837
2019/07/21 10:00:00+00,,10.100000,6.300000,3.600000,5.800000,0,8.400000,2.900000,3.700000,4.700000,1.700000,12.600000,5.800000,7,4838
2019/07/21 11:00:00+00,,8.100000,2.800000,2.500000,6.100000,2.300000,7.100000,2.900000,2,4.900000,2.300000,13.100000,5.600000,5.700000,4839
2019/07/21 12:00:00+00,,9.800000,2.800000,2.300000,7,0,5.500000,3.500000,2.600000,5,3.800000,14,5.800000,6.100000,4840
2019/07/21 13:00:00+00,,14.600000,4.800000,4,4.300000,4.400000,5.200000,3.300000,2.700000,5.600000,3.400000,15.200000,7.100000,5,4841
2019/07/21 14:00:00+00,,11.700000,5.300000,2.500000,3.500000,3.600000,9.100000,4.800000,3.600000,6.900000,2.900000,11.900000,6.700000,3.600000,4842
2019/07/21 15:00:00+00,,10.300000,5,1.500000,7,1.800000,9.200000,3.100000,4.100000,6.800000,8.600000,10.600000,6.500000,4.600000,4843
2019/07/21 16:00:00+00,,8.300000,2.700000,3.300000,6.600000,1.600000,8.700000,2.800000,3.600000,6.400000,6.300000,11.800000,6.900000,6.800000,4844
2019/07/21 17:00:00+00,,6.900000,2.600000,5.700000,7.100000,1,7.500000,3.500000,5.400000,6.900000,3.300000,12.200000,7.800000,8.300000,4845
2019/07/21 18:00:00+00,,7.400000,4,5,5.100000,1.100000,8.400000,8.300000,5.100000,7.400000,6.300000,11.100000,8.800000,10.400000,4846
2019/07/21 19:00:00+00,,9.900000,3.500000,6.800000,7.300000,1,11,6,3.300000,8.700000,4.300000,13.400000,10,10.100000,4847
2019/07/21 20:00:00+00,,9.200000,6.900000,6.300000,5.600000,3,19.600000,8.100000,3.500000,7.700000,4.500000,9.200000,10.900000,15.700000,4848
2019/07/21 21:00:00+00,,10.200000,11.100000,6.500000,9.900000,6,13.600000,9.400000,8,8.100000,6.600000,14.100000,9,17.400000,4849
2019/07/21 22:00:00+00,,15.300000,7.100000,6.200000,11.700000,7.200000,19.500000,9.100000,7.300000,10,7.300000,17.600000,8.600000,24.600000,4850
2019/07/21 23:00:00+00,,8,3.800000,4.400000,9.100000,4.900000,12.800000,4.900000,8.100000,9.900000,12.400000,6.500000,9.500000,15.200000,4851
2019/07/22 00:00:00+00,,11.400000,4.800000,4.200000,7.400000,2.500000,14.800000,3,6.300000,8.200000,10.500000,6.800000,7.800000,13.700000,4852
2019/07/22 01:00:00+00,,8.800000,2.900000,4.200000,6.800000,,10.200000,6.300000,4.600000,8.900000,7.900000,9.800000,7.900000,10.400000,4853
2019/07/22 02:00:00+00,,7.500000,4.900000,3.400000,4.700000,4.100000,8,5.600000,5.300000,7.600000,8.500000,7,9.500000,16.700000,4854
2019/07/22 03:00:00+00,,8.900000,3.300000,5.600000,3.100000,1.800000,10,5.300000,5.900000,6.900000,5.900000,5.600000,6.800000,10.200000,4855
2019/07/22 04:00:00+00,,8.400000,0.200000,6.500000,4.100000,8.600000,12.500000,6.700000,4.200000,7.600000,6.600000,8.400000,7,10.600000,4856
2019/07/22 05:00:00+00,,17.300000,1.300000,3.400000,4.400000,6.200000,16.700000,4.900000,5.700000,8.100000,5.200000,13.100000,7.800000,22.800000,4857
2019/07/22 06:00:00+00,,13.700000,3.400000,5.400000,11.600000,6.100000,30.800000,4.300000,8.700000,10.800000,9.300000,9.700000,7.200000,22.100000,4858
2019/07/22 07:00:00+00,,10.400000,5,8.100000,10.200000,4.700000,16.300000,7.100000,11.400000,11,10.300000,17.800000,8.700000,21.100000,4859
2019/07/22 08:00:00+00,,11.100000,5.600000,4.900000,8.500000,4.900000,18.900000,9,11.500000,12.500000,9.600000,15.400000,12.100000,16.700000,4860
2019/07/22 09:00:00+00,,12.200000,6.200000,6.100000,6.900000,4.300000,14.400000,8.200000,9,14.500000,9.400000,12.700000,12.500000,12.300000,4861
2019/07/22 10:00:00+00,,13.600000,,6,8.900000,2.400000,13.800000,4.500000,5.200000,15.900000,6.200000,18.800000,11.800000,12,4862
2019/07/22 11:00:00+00,,10.500000,8.100000,4.700000,10.100000,2.300000,13.100000,2.900000,3.700000,13.800000,8,9.600000,11.600000,9.700000,4863
2019/07/22 12:00:00+00,,11.100000,5.600000,4,7.700000,2,13.900000,5.700000,4.200000,12,7.900000,10.500000,10.100000,8.800000,4864
2019/07/22 13:00:00+00,,13.300000,8.300000,3.100000,6.800000,2.900000,18.900000,6.400000,3.300000,10.400000,7.800000,14.400000,12.800000,11.900000,4865
2019/07/22 14:00:00+00,,8.600000,9.500000,4.800000,8.200000,3.800000,12.600000,6.300000,5.500000,10.900000,9.200000,14.600000,12.900000,10.900000,4866
2019/07/22 15:00:00+00,,6.400000,6.400000,5.900000,9.100000,4.500000,15.800000,8.400000,5.600000,13,8.700000,12.800000,14,12.300000,4867
2019/07/22 16:00:00+00,,10.300000,5.800000,4.700000,9.200000,3.500000,13.200000,7.100000,7.100000,13.500000,7.200000,15.700000,12.200000,13.800000,4868
2019/07/22 17:00:00+00,,9.800000,8.500000,4.500000,11.300000,3.100000,15.700000,10,6.600000,12.400000,6.700000,12.600000,12,12.500000,4869
2019/07/22 18:00:00+00,,12.800000,7.600000,2.800000,11.900000,3.300000,12.500000,8.600000,7.200000,13.900000,6,14.900000,12.400000,12.700000,4870
2019/07/22 19:00:00+00,,11.600000,7.600000,5.100000,14.200000,4.500000,14.500000,7.500000,7.800000,13.400000,11.900000,12.100000,11.100000,16.700000,4871
2019/07/22 20:00:00+00,,12.600000,7.300000,6.200000,12.200000,5,14.800000,8.700000,9.200000,12.100000,10.300000,12.600000,14.400000,20.500000,4872
2019/07/22 21:00:00+00,,16.500000,10,10.500000,9.700000,7.200000,12.900000,9.500000,11.400000,14.200000,13.100000,15.300000,16,23.200000,4873
2019/07/22 22:00:00+00,,13,8.200000,8.700000,17.200000,7.700000,26.800000,12.100000,12.600000,18.400000,14.300000,20.800000,12.400000,23.700000,4874
2019/07/22 23:00:00+00,,13.800000,15.200000,11.700000,14.200000,8.400000,26.700000,9.600000,14.100000,22,12.400000,17.300000,11.600000,24.800000,4875
2019/07/23 00:00:00+00,,11.700000,10.900000,10.100000,13.300000,5.900000,20.600000,8.600000,12.800000,17.800000,12.800000,12.300000,11.800000,19.500000,4876
2019/07/23 01:00:00+00,,13.400000,10.300000,6.600000,11.200000,6,19.900000,9.500000,13.300000,18,12.300000,10.500000,12.500000,14.500000,4877
2019/07/23 02:00:00+00,,11.800000,8.400000,7.900000,14.400000,11.300000,20.300000,8.600000,11.300000,16.300000,14.800000,15.800000,12.800000,17.100000,4878
2019/07/23 03:00:00+00,,9.900000,9.800000,12.700000,12.700000,10.100000,21.900000,8.900000,16.600000,14,9.800000,14.700000,13.700000,14.300000,4879
2019/07/23 04:00:00+00,,10.900000,9.600000,10.300000,14,8.400000,25.700000,7.700000,11.200000,14.800000,7.700000,21,14.200000,21.400000,4880
2019/07/23 05:00:00+00,,12.700000,12.800000,12.100000,15.100000,7.100000,26.600000,11.500000,11.800000,15.500000,13.800000,21,15.100000,22.100000,4881
2019/07/23 06:00:00+00,,17.600000,10.100000,8.800000,14.300000,7.200000,26.100000,8.500000,11.200000,16,10.500000,14,19.200000,25.200000,4882
2019/07/23 07:00:00+00,,11.900000,7.900000,6.400000,12.900000,6.900000,22.600000,9.300000,11.200000,14.800000,13.400000,19.200000,20.700000,11.700000,4883
2019/07/23 08:00:00+00,,13.100000,12.400000,5.400000,7.700000,4.800000,16.600000,10.300000,10.200000,17,9.200000,19.500000,13.800000,14.800000,4884
2019/07/23 09:00:00+00,,11.100000,10.700000,9.700000,9.500000,3.600000,19.100000,9.700000,9.600000,19.800000,9.500000,15.800000,14.500000,13.900000,4885
2019/07/23 10:00:00+00,,9.700000,11.700000,7,14.200000,7.200000,12.500000,9,8.200000,17.400000,10.200000,15.300000,14.100000,13.500000,4886
2019/07/23 11:00:00+00,,12.500000,8,4.900000,9.100000,8.700000,15.100000,7.300000,5,15.400000,7.700000,16,14.400000,11.400000,4887
2019/07/23 12:00:00+00,,8.400000,,5.200000,10.300000,7.100000,11.600000,8.600000,5.700000,12,5.900000,14.900000,12.500000,11.900000,4888
2019/07/23 13:00:00+00,,12.200000,6.600000,5.100000,10.100000,7.400000,12.900000,19.900000,7.100000,11.900000,6.600000,19.600000,14,13.600000,4889
2019/07/23 14:00:00+00,,10.900000,6.100000,6.800000,9.300000,7.700000,13.800000,17.200000,4.200000,13.100000,6.900000,15.700000,12.700000,19.500000,4890
2019/07/23 15:00:00+00,,11.100000,5.400000,5.400000,8.300000,17.100000,15.800000,6.300000,2.700000,12.500000,8.700000,17.300000,12.300000,11.100000,4891
2019/07/23 16:00:00+00,,11.900000,5.500000,5.600000,5.900000,12.100000,15.900000,6.600000,7.600000,13,,8.800000,11.900000,12.800000,4892
2019/07/23 17:00:00+00,,13.300000,5.700000,8.900000,7.300000,7.500000,15.600000,6.700000,6.100000,12.400000,,8.300000,12.800000,18.800000,4893
2019/07/23 18:00:00+00,,12.100000,8,12.900000,10.800000,4.600000,16.900000,7.300000,4.900000,14.300000,,16.700000,12.200000,19,4894
2019/07/23 19:00:00+00,,17.300000,7.100000,10.300000,12.200000,7.800000,11.100000,7.500000,10,11.500000,,9.600000,13.400000,15.600000,4895
2019/07/23 20:00:00+00,,12.500000,7.100000,7.500000,13.700000,7.700000,17.500000,9.700000,8.500000,13.700000,,15.700000,13.200000,21.900000,4896
2019/07/23 21:00:00+00,,10.200000,10.500000,9,12,7.300000,12.600000,6.500000,13.800000,17,,16,15.300000,13.300000,4897
2019/07/23 22:00:00+00,,12.600000,7.300000,8.300000,13.500000,7.700000,13.900000,6.600000,12.600000,18.500000,,22.200000,16.700000,15.800000,4898
2019/07/23 23:00:00+00,,17.200000,4.500000,5.500000,10.900000,6.200000,19.400000,8.200000,10.800000,18.900000,,14.800000,14.800000,13.100000,4899
2019/07/24 00:00:00+00,,10.400000,3.700000,5.700000,12.700000,7.900000,21.200000,7,8.500000,18.700000,,18.400000,14,12.600000,4900
2019/07/24 01:00:00+00,,8,4.200000,5.300000,10.400000,7.900000,15,6.700000,8.500000,18,,14.800000,12.100000,12.400000,4901
2019/07/24 02:00:00+00,,9.100000,7.600000,6.400000,9.500000,8.500000,8.400000,11.100000,8.700000,17.100000,,14.200000,12.100000,10.500000,4902
2019/07/24 03:00:00+00,,8.200000,10.500000,6.300000,15.800000,6.400000,14.100000,8.900000,9.400000,15.900000,,19.600000,12.700000,11.900000,4903
2019/07/24 04:00:00+00,,19.100000,10.200000,9.400000,16.300000,6.800000,12.500000,6.900000,7.700000,17.100000,,26.200000,13.500000,18.200000,4904
2019/07/24 05:00:00+00,,13.800000,12.700000,8.400000,13,4.500000,18.500000,7.100000,9,20.700000,,25.300000,14.500000,28.600000,4905
2019/07/24 06:00:00+00,,17.700000,15.400000,9.100000,16.700000,8.700000,22.600000,9.100000,12.400000,19.500000,,22,17.100000,28.900000,4906
